source_url,name,pk_unique_id,mongo DB,specialties,procedure,equipment,capability,organization_type,content_table_id,phone_numbers,email,websites,officialWebsite,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,countries,missionStatement,missionStatementLink,organizationDescription,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,unique_id
https://www.ghanayello.com/company/49009/AA_MEDLOVE_MEDICAL_CENTRE_LTD,A&a Medlove Medical Centre,7,62af6cb34b3cbc0016ef302b,"[""gynecologyAndObstetrics"",""pediatrics"",""ophthalmology"",""diagnosticRadiology"",""cardiology""]","[""Provides general medical consultations"",""Provides specialist consultations"",""Offers obstetrics and gynecology services"",""Offers pediatrics consultations"",""Offers eye care services"",""Provides outpatient and inpatient care"",""Has an on-site pharmacy"",""Provides laboratory services"",""Performs ultrasound scans"",""Performs electrocardiograms (ECG)""]",[],"[""Open 24 hours a day, 7 days a week"",""Established in June 2016"",""Has 11-15 employees"",""Located on Ashongman-Abokobi road, Accra, Ghana"",""Managed by Dr. Anthony Twum-Barimah""]",facility,164d37ba-e0d6-4acf-b962-cec0f35319c9,"[""+233554420306"",""+23330968030"",""+233543738972""]",null,null,null,2016,null,null,null,null,null,null,Ashongman-Abokobi road,null,null,Accra,null,null,Ghana,GH,null,null,null,null,null,null,null,A&A MEDLOVE MEDICAL CENTRE IS A MEDICAL FACILITY ESTABLISHED IN JUNE 2016 TO SERVE OUR COMMUNITY OUR SERVICES INCLUDE: 1. GENERALLY CONSULTATION 2. SPECIALIST CONSULTATION   OBSTETRICS AND GYNECOLOGY 3. PEDIATRICS 4. EYE CARE 5. OUT PATIENT & IN PATIENT 6. PHARMACY   7. LABORATORY   8. ULTRASOUND SCAN   9. ELECTROCARDIOGRAM( ECG),null,null,null,77a63893-e9b0-4aa7-89cf-daea0bdc3938
https://www.facebook.com/823983771292953,Abomosu Health Centre,8,,"[""internalMedicine""]",[],[],"[""Located in Abomosu, Ghana"",""Is categorized as a hospital on Facebook"",""Is an unofficial page for Abomosu Health Centre"",""Page created on April 21, 2019"",""Has 35 likes, 35 followers, and 2,118 check-ins"",""Page shows 'Always open' status""]",facility,bc4adfe3-c249-463b-818a-dd4eea8834aa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Abomosu,null,null,Ghana,GH,null,null,null,null,hospital,null,null,null,null,null,null,80296656-a224-42d4-93cf-af30b3cbf514
https://www.ghanabusinessweb.com/accra-adabraka-health_clinics-iran_clinic-9430.html,Aboraa Hospital,9,,"[""internalMedicine""]",[],[],[],facility,cd191c26-2987-404f-b5bb-7dfe6d7a7b02,null,null,null,null,null,null,null,null,null,null,null,Ring Road Central,null,null,Accra,null,null,Ghana,GH,null,null,null,null,hospital,null,null,null,null,null,null,c1abd8e0-c2fa-40d3-9a27-5b6a32bc429f
https://www.ghanayello.com/company/52418/Abuakwa_Maternity_Home,Abuakwa Maternity Home,10,62837ca85319e30016b7462e,"[""gynecologyAndObstetrics"",""internalMedicine"",""obstetricsAndMaternityCare""]",null,null,"[""Abuakwa Maternity Home is a private maternity home located in Ashanti, Abuakwa, Ghana."",""Listed in categories: Doctors and Clinics; Hospitals; Pregnancy and Child Birth; Maternity Services; Maternity Homes."",""Registered with GhanaYello on 12 Apr 2018""]",facility,49b1269c-4667-44be-aca3-c34c14756185,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Abuakwa,Ashanti,null,Ghana,GH,null,null,null,null,hospital,private,null,"Abuakwa Maternity Home is a private maternity home in Ashanti, Abuakwa Ghana.",null,null,null,f5f50673-aaa4-440c-9073-6736277a2278
http://ghanahospitals.org/regions/fdetails.php?id=2886&r=western,Abura Health Centre,11,625836bc6a870d0016ec9156,"[""internalMedicine""]",null,null,"[""Abura Health Centre is a Government-owned Health Centre."",""Location: P.O.BOX 49, DHA, ABURA."",""Telephone: 020-926-187-3."",""Services: General."",""NHIS accredited: yes""]",facility,7ecdb832-b380-4f3d-89db-6ca0def73e5d,"[""+233209261873""]",null,null,null,null,null,null,null,null,null,null,P.O. Box 49,DHA,ABURA,Abura,null,null,Ghana,GH,null,null,null,null,null,null,null,Health Centre offering general services; government-owned; NHIS accredited.,null,null,null,6c1a5964-3b1e-4943-85e9-9d009689a107
https://www.ghanabusinessweb.com/accra-adabraka-health_clinics-iran_clinic-9430.html,Accra Medical Centre,12,,"[""internalMedicine""]",null,null,"[""Located at 161 Ringway Estate, Osu Osu, Accra"",""Listed as a related place with listing ID 9292 on GhanaBusinessWeb"",""Listed as related place to Iran Clinic on GhanaBusinessWeb page""]",facility,cd191c26-2987-404f-b5bb-7dfe6d7a7b02,null,null,null,null,null,null,null,null,null,null,null,161 Ringway Estate,Osu Osu,null,Accra,null,null,Ghana,GH,null,null,null,null,null,null,null,null,null,null,null,c0d9883e-034c-47ad-8f07-29c200905450
https://www.ghanabusinessweb.com/accra-dansoman-hospitals-karikari_brobbey_hospital-9444.html,Accra Medical Centre,12,,"[""internalMedicine""]",null,null,null,facility,2d84a935-452c-441c-a766-8fcbb8b4e7ea,null,null,null,null,null,null,null,null,null,null,null,161 Ringway Estate,Osu Osu,null,Accra,null,null,Ghana,GH,null,null,null,null,null,null,null,null,null,null,null,bdfcb6c1-93a9-4f1b-b49e-7b82e3e8e9ad
https://www.ghanabusinessweb.com/accra-north_industrial_area-health_clinics-lakeside_clinic-9470.html,Accra Medical Centre,12,,"[""internalMedicine""]",null,null,null,facility,ad8a6ade-2910-4c59-8854-8f24f31b815a,null,null,null,null,null,null,null,null,null,null,null,161 Ringway Estate,Osu Osu,null,Accra,null,null,Ghana,GH,null,null,null,null,null,null,null,null,null,null,null,3086dd25-3031-4669-8f2e-c5d4bc0311b0
https://www.accranewtownislamichospital.com/,Accra Newtown Islamic Hospital,13,,"[""internalMedicine"",""ophthalmology"",""nephrology"",""hepatopancreatobiliarySurgery"",""radiology"",""generalSurgery"",""clinicalPathology""]","[""Provides ultrasound scanning"",""Provides X-ray imaging"",""Offers major and minor surgeries in an ultra-modern theatre"",""Performs laboratory testing (24/7)""]","[""Ultra-modern operating theatre"",""On-site laboratory facilities""]","[""Laboratory tests conducted 24/7"",""Pharmacy services available 24/7"",""Dialysis Center on site"",""ANIH app enables appointment scheduling and access to medical records"",""Insurance partnerships with Metro, Glico, Star, ACE Medical, and NHIS""]",facility,97fe429d-b685-4d65-b436-2cce789be0ab,"[""+233302229301"",""+233576638624""]",null,null,null,null,null,null,null,null,null,null,Obaakrowa Close,null,null,Accra Newtown,null,null,Ghana,GH,null,null,null,null,hospital,null,null,Modern Healthcare for everybody. We do all types of laboratory test 24/7. Ultra modern theatre for Major and Minor surgeries. 24 / 7 Dispensary for all types of medications.,null,null,null,6cb95d3b-34b2-4354-ad7d-08dba6345cb8
https://www.ghanabusinessweb.com/accra-north_industrial_area-health_clinics-lakeside_clinic-9470.html,Accra Physiotherapy & Sports Injury Clinic,14,,"[""sportsMedicinePMR""]","[""""]","[""""]","[""Located at 127/21 Saflo Link, Abelemkpe, Accra, Ghana"",""Listed in GhanaBusinessWeb as Accra Physiotherapy & Sports Injury Clinic in Health Clinics category""]",facility,ad8a6ade-2910-4c59-8854-8f24f31b815a,null,null,null,null,null,null,null,null,null,null,null,127/21 Saflo Link,Abelemkpe,null,Accra,null,null,Ghana,GH,null,null,null,null,null,null,null,null,null,null,null,26b488e8-cf75-4934-9f2a-9086357b0316
http://accrapsychiatrichospital.org/,Accra Psychiatric Hospital,15,"5ea3146e994ecc38cda4ec81,","[""psychiatry"",""emergencyMedicine"",""pathology"",""addictionPsychiatry"",""communityAndPublicPsychiatry"",""physicalMedicineAndRehabilitation"",""internalMedicine""]",null,null,null,facility,ceb820b9-6b03-46f7-9567-faeff08286df,"[""0302 228688""]",info@accrapsychiatrichospital.org,"[""accrapsychiatrichospital.org""]",accrapsychiatrichospital.org,null,null,null,null,null,null,null,Castle Road,Box 1305,null,Accra,null,null,Ghana,GH,null,null,null,null,hospital,null,null,OPD services; 24hr Emergency care; in-patients services; Clinical Psychology services; Electro Convulsive Therapy; Laboratory Services; 24 hr Pharmacy; Social Work Services; Community Psychiatry Nursing Services; drug treatment & Rehab; occupational therapy services. Bed state: 15 wards with the capacity to accommodate 600 patients; currently running 300 beds due to Covid-19. Opening Hours: 24 hr Services. Visiting Hours: Mon–Sun 6AM–8PM.,null,null,null,72551c75-afcb-4c7f-b6b4-d5a35c72def4
https://www.facebook.com/accrapsychiatrichospital,Accra Psychiatric Hospital,15,"5ea3146e994ecc38cda4ec81,","[""psychiatry"",""internalMedicine""]",[],[],"[""Located on Castle Road, Accra, Ghana."",""Provides mental health services."",""Phone: +233 57 769 0753."",""Email: info@accrapsychiatrichospital.org."",""Website: accrapsychiatrichospital.org."",""Always open.""]",facility,49d27c52-39d9-4f10-aca9-4614f7879e8f,"[""+233577690753""]",info@accrapsychiatrichospital.org,"[""accrapsychiatrichospital.org""]",accrapsychiatrichospital.org,null,null,null,null,null,null,null,Castle Road,null,null,Accra,null,null,Ghana,GH,null,null,null,null,hospital,null,null,null,null,null,null,29a28abb-5523-42f0-9079-3d796517df35
https://accraspecialisteye.com/,Accra Specialist Eye Hospital,16,,"[""ophthalmology"",""cataractAndAnteriorSegmentSurgery"",""glaucomaOphthalmology"",""retinaAndVitreoretinalOphthalmology"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""eyeTraumaAndEmergencyEyeCare"",""corneaOphthalmology"",""refractiveSurgeryOphthalmology"",""internalMedicine""]","[""Offers general ophthalmology consultations"",""Performs cataract surgeries including micro-incision cataract surgery (phaco)"",""Offers laser eye surgeries"",""Performs glaucoma surgeries"",""Performs retina and vitreoretinal surgeries"",""Performs oculoplastic surgeries"",""Performs chalazion incision and curettage"",""Performs foreign body removal from the eye"",""Performs cornea transplant surgeries"",""Performs vitrectomy for retinal detachment and vitreous hemorrhage"",""Performs enucleation and evisceration"",""Performs combined cataract and retina detachment procedures (phaco‑vitrectomy)"",""Provides pediatric eye care services"",""Provides optical services including refraction, contact lenses, and spectacle frames and lenses"",""Conducts visual field testing"",""Performs B-scan ocular ultrasonography"",""Provides fundus photography and fundus fluorescein angiography (FFA)"",""Performs gonioscopy"",""Uses optical coherence tomography (OCT) for macular and RNFL analysis"",""Provides macular OCT imaging"",""Performs Schirmer’s test"",""Performs Amsler grid testing"",""Performs color vision testing"",""Performs stereopsis testing"",""Performs keratoscopy"",""Performs cycloplegic refraction""]","[""Optical Coherence Tomography (OCT) machine"",""OCT imaging with RNFL and macular analysis capabilities"",""Fundus photography equipment"",""Fundus fluorescein angiography (FFA) imaging capability"",""B-scan ocular ultrasonography device"",""Gonioscopy equipment"",""Visual field testing equipment""]","[""Opening hours: Mon–Fri 8am–5pm; Sat 8:30am–1:30pm; Sun closed"",""Voted Best Eye Hospital in Ghana"",""Founded and managed under the guidance of Dr. Asiwome Kwesi Seneadza"",""Staff includes ophthalmologists, surgeons, and eye care professionals"",""Has insurance partnerships with leading providers"",""Located at 49 Nii Ayi Kushie St, Tantra Hill, Accra"",""Phone number +23350 006 0545"",""Email hello@accraspecialisteye.com""]",facility,97ae71d9-d168-4cad-b26a-b001fa678564,"[""+233500060545""]",hello@accraspecialisteye.com,"[""accraspecialisteye.com""]",accraspecialisteye.com,null,null,null,null,null,null,null,49 Nii Ayi Kushie St,Tantra Hill,null,Accra,null,null,Ghana,GH,null,null,null,null,hospital,null,null,"Excellence in Eye Care at Accra Specialist Eye Hospital. From advanced laser and cataract surgeries to comprehensive clinical and diagnostic services, we are here to meet all your eye care needs.",null,null,null,e88bc1ec-d694-4eae-a751-bf2dd7452bce
https://www.facebook.com/104885145622827,Accra Specialist Eye Hospital,16,,"[""ophthalmology"",""internalMedicine""]",null,null,"[""Eye hospital specializing in ophthalmology"",""Located at 49 Nii Ayi Kushie St, Tantra Hill, Ghana"",""Phone number +233 50 006 0545"",""Email info@accraspecialisteye.com""]",facility,ae951949-eaca-4d80-97f6-b652801b5f7b,"[""+233500060545""]",info@accraspecialisteye.com,"[""accraspecialisteye.com""]",accraspecialisteye.com,null,null,null,null,null,null,null,49 Nii Ayi Kushie St,Tantra Hill,null,null,null,null,Ghana,GH,null,null,null,null,hospital,null,null,We're an eye specialist hospital dedicated to providing the best care for you and your eyes.,null,null,null,e217ce16-b379-4d49-892c-760cc5f6957e
http://ghanahospitals.org/regions/fdetails.php?id=102&r=ashanti,ACHIASE HEALTH CENTRE,17,6283a05f5319e30016b74630,null,null,null,"[""ACHIASE HEALTH CENTRE is a government-owned health centre located in ACHIASE."",""Type: HEALTH CENTRE."",""Location: ACHIASE."",""Ownership: GOVERNMENT."",""Telephone numbers: 0244-531142 and 020-2490199."",""Services provided: General."",""NHIS accreditation: yes.""]",facility,ff290789-11cd-4819-bc73-9462e7ecb049,"[""+233244531142"",""+233202490199""]",null,null,null,null,null,null,null,null,null,null,ACHIASE,null,null,null,Ashanti Region,null,Ghana,GH,null,null,null,null,null,public,"[""government""]",General,null,null,null,fd787501-bc4d-4fd5-b7c6-44d749bf4bf1
https://www.ghaneps.gov.gh/epps/prepareViewCAOrganisation.do?id=20612,Achimota Hospital,18,5ea3146e994ecc38cda4ec82,"[""internalMedicine""]",[],[],"[""Organization name: ACHIMOTA HOSPITAL"",""Organization abbreviation: ACHS"",""City: ACCRA"",""Country: Ghana"",""Street address: GA-297-6410"",""Phone number: 0206945455"",""Email: achimota.dhgar@ghs.gov.gh"",""Last updated: 17 April 2025""]",facility,ab1739ca-8e70-45d5-880d-ab51ee850e67,"[""+233206945455""]",achimota.dhgar@ghs.gov.gh,null,null,null,null,null,null,null,null,null,GA-297-6410,null,null,ACCRA,null,null,Ghana,GH,null,null,null,null,hospital,null,null,null,null,null,null,78e8535a-039f-4950-a241-433b946f166b
http://www.acrecitymedics.com/,Acrecity Medics,19,,"[""gynecologyAndObstetrics"",""pediatrics"",""otolaryngology"",""internalMedicine"",""clinicalPsychology"",""ophthalmology"",""dermatology"",""dietetics"",""orthopedicSurgery"",""urology"",""generalSurgery""]","[""Provides diagnostic imaging services"",""Provides in-house laboratory services""]",null,"[""Location: Suite G05 Nester Square, Airport City, Accra, Ghana"",""Serves Airport City and the Greater Accra Metropolis"",""Opening hours: Monday–Friday 08:00–19:00; Saturday 09:00–14:00"",""Offers GP & Specialist Clinics; Diagnostics; Travel & Immunisation; Dispensary; Medical Tourism; Healthcare Events"",""Specialist clinics include Obstetrics & Gynaecology, Paediatrics, ENT, Internal Medicine, Clinical Psychology, Ophthalmology, Dermatology, and Dietetics"",""In-house pharmacists provide complimentary tailored medication consultations and drug interaction checks"",""On-site dispensary available"",""Located 3 minutes' drive from Kotoka International Airport""]",facility,f14e15f9-e536-4826-8cd7-6d1b3d72509b,"[""+233303976965"",""+233209421856""]",info@acrecitymedics.com,"[""acrecitymedics.com""]",acrecitymedics.com,null,null,null,null,null,null,null,Suite G05 Nester Square,Airport City,null,Accra,null,null,Ghana,GH,null,null,null,null,clinic,private,null,"Acrecity Medics runs a clinic in Airport City, Accra.",null,null,null,87c463b8-0f1e-410a-bd84-50b2ee306e4f
https://www.facebook.com/acresmedicalcentre/?_rdc=2&_rdr,Acres Medical Centre,20,624b6500d397060016d003ee,"[""internalMedicine"",""pediatrics""]",[],[],"[""Identified as a primary hospital"",""Located at 82 Lakeside Estate, Community 1, Ashaley Botwe, Accra, Ghana"",""Has contact numbers +233 50 989 9878 and 0509899878 (WhatsApp only)"",""Email acresmedicalcentre@gmail.com"",""Offers pediatric consultations""]",facility,35d95e93-a450-4baa-be60-b66b9db830ba,"[""+233509899878""]",acresmedicalcentre@gmail.com,null,null,null,null,null,null,null,null,null,82 Lakeside Estate Community 1,Lakeview street,null,Accra,null,null,Ghana,GH,null,null,null,null,hospital,null,null,Acres Medical Centre is in Lakeside Estate.,null,null,null,07629c3c-cdae-4f1c-b585-dbd634fdd60f
https://www.facebook.com/300636153993435,Adabraka Polyclinic (Ridge Hospital OPD),21,5ea3146e994ecc38cda4ecc8,"[""internalMedicine""]",[],[],[],facility,c39efe29-5594-4034-a3f4-ecd640da5802,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Accra,null,null,Ghana,GH,null,null,null,null,hospital,null,null,null,null,null,null,86342b7f-6a91-4502-85a3-a08ae0a33341
https://www.ghanahospitals.org/regions/fdetails.php?id=2887&r=western,Adansi Comunity Clinic,22,627164532ca06d0016adc5ea,"[""internalMedicine""]",[],[],"[""Type: Health Centre"",""Ownership: Government"",""Location: C/O P.O.BOX 48, DABOASE"",""Telephone: 027-637-496-8"",""Services: General"",""NHIS accredited: yes""]",facility,1fa5963d-69d5-4dad-9f04-1d319bf2af85,"[""+233276374968""]",null,null,null,null,null,null,null,null,null,null,C/O P.O.BOX 48,DABOASE,null,null,null,null,Ghana,GH,null,null,null,null,clinic,public,null,null,null,null,null,afcb00e7-49e4-42ca-a50c-816851f6b2ab
https://www.facebook.com/148837571917138,Adenta Clinic,23,,"[""internalMedicine""]",[],[],"[""Located in Accra, Ghana"",""Facebook page identifies Adenta Clinic as a local business"",""Facebook page is labeled as an unofficial page for Adenta Clinic"",""137 people have checked in at Adenta Clinic on the Facebook page"",""16 people like this Adenta Clinic page"",""16 people follow this Adenta Clinic page"",""Page created on 10 June 2012"",""Operating hours listed on the page include 6AM, 9AM, 12PM, 3PM, 6PM, 9PM, 12AM and 3AM""]",facility,10b513ff-8875-4fd8-994d-971b6c16e20d,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Accra,null,null,Ghana,GH,null,null,null,null,clinic,null,null,null,null,null,null,c3c7b363-afe5-46e7-812f-bdcec280d647
https://www.facebook.com/104879705644882,Adidome Government Hospital,24,6208f52c4884e50016ff2a1e,"[""internalMedicine""]",[],[],"[""Located in the Central Tongu District, Republic of Ghana."",""Operates as a typical district hospital."",""Always open.""]",facility,b5732cb5-e9b1-411e-a8d2-5dff4bce11ff,"[""+233547720939""]",Adidome_hospital@yahoo.com,null,null,null,null,null,null,null,null,null,null,null,null,Adidome,Central Tongu District,null,Ghana,GH,null,null,null,null,hospital,null,null,A typical district hospital; located in the Central Tongu District of the Republic of Ghana.,null,null,null,478835f8-37b7-4701-8175-1abb78990632
https://www.facebook.com/155806134572664,Adidome Government Hospital,24,6208f52c4884e50016ff2a1e,"[""internalMedicine""]",[],[],"[""Located in Adidome, Volta Region, Ghana"",""Contact phone number: +233 54 199 0855""]",facility,cb4198da-e21c-4928-a0d3-6647e94cd82a,"[""+233541990855""]",null,null,null,null,null,null,null,null,null,null,null,null,null,Adidome,null,null,Ghana,GH,null,null,null,null,hospital,public,"[""government""]",null,null,null,null,a6673079-19e9-4ea0-8bbc-12ac4da84a2d
https://www.adiebebahospital.com/,Adiebeba Specialist Hospital,25,629bcbc02c182b0016a1557f,"[""internalMedicine"",""ophthalmology"",""gynecologyAndObstetrics"",""gynecologicalOncology"",""medicalOncology"",""psychiatry"",""pathology"",""generalSurgery"",""urology"",""emergencyMedicine"",""radiology"",""pediatrics""]","[""Cervical cancer screening, vaccination and treatment"",""Breast cancer screening, vaccination and treatment of all stages"",""Eye care with comprehensive eye and vision examination"",""Surgery department undertakes all aspects of surgical procedures"",""Urology services"",""Obstetrics and Gynecology services"",""Emergency department provides 24-hour emergency services with sophisticated interventions"",""Ultrasound (USG) and electrocardiography (ECG) services"",""Pediatrics (Child Welfare) services for neonates, infants, children, and adolescents"",""Laboratory services conducting investigations"",""Pharmacy services dispensing drugs to in-patients and out-patients""]","[""Ultramodern equipment"",""State-of-the-art technology""]","[""Pioneers in private sector healthcare delivery in Ghana"",""Open 24/7 with a 24-hour emergency department"",""Available seven days a week with around-the-clock operations"",""Clinical and nursing care provided to international standards"",""Departments include Eye Care, Cervical Cancer, Breast Care, Mental Health, Laboratory, Surgery, Urology, Emergency, USG and ECG Services, Obstetrics and Gynecology, Pharmacy, and Pediatrics""]",facility,449fb8a3-1dd5-4cb0-ae3b-fb6518e776d4,"[""+233544111166"",""+233506677999""]",info@adiebebahospital.com,"[""adiebahospital.com""]",adiebahospital.com,null,null,null,null,null,null,null,Ahodwo,null,null,Kumasi,null,null,Ghana,GH,null,null,null,null,hospital,private,null,Adiebeba Specialist Hospital is one of the pioneers in private sector healthcare delivery in Ghana.,null,null,null,f3e4ebce-5a05-41cb-b36a-f8ec3e793392
